Age (kyr BP)	stack-	stack	stack+
59.615	0.741946625	0.959979534	1.178012444
59.715	0.830183972	1.013569111	1.196954249
59.815	0.426709079	0.850723456	1.274737833
59.915	0.558326635	0.929747726	1.301168817
60.015	0.690388983	0.805639235	0.920889487
60.115	0.862535328	1.030217361	1.197899395
60.215	-0.143491773	0.404906949	0.95330567
60.315	-0.329084977	0.272548397	0.874181771
60.415	-0.108480791	0.306058757	0.720598305
60.515	0.05638479	0.592393734	1.128402678
60.615	-0.148761089	0.705884634	1.560530357
60.715	0.554507337	1.14500025	1.735493164
60.815	0.843605847	1.219628156	1.595650466
60.915	0.364122176	0.980858485	1.597594794
61.015	0.74197227	1.088697418	1.435422566
61.115	0.519848625	0.922808821	1.325769017
61.215	0.327339669	0.647345124	0.967350578
61.315	0.445386261	0.691041217	0.936696174
61.415	0.105416238	0.42687597	0.748335702
61.515	0.263602337	0.588159923	0.912717509
61.615	0.747452722	0.842432128	0.937411534
61.715	0.812092418	0.868784724	0.925477031
61.815	0.484875098	0.823174855	1.161474612
61.915	0.430737283	0.51288625	0.595035217
62.015	-0.453876757	-0.339023601	-0.224170445
62.115	-0.164169117	-0.082581885	-0.000994654
62.215	0.121161225	0.175980928	0.230800632
62.315	-0.714177279	-0.281744571	0.150688137
62.415	-0.365756382	-0.055103013	0.255550355
62.515	-0.678368371	-0.108554286	0.461259798
62.615	-0.259917396	0.047836751	0.355590897
62.715	0.053219073	0.131775755	0.210332438
62.815	0.396306343	0.446257851	0.496209359
62.915	0.337789601	0.389847955	0.441906309
63.015	-0.045705608	0.037929906	0.121565421
63.115	-0.057127362	0.155071366	0.367270093
63.215	-0.11655923	-0.04237891	0.03180141
63.315	-0.015751286	-0.013387758	-0.011024229
63.415	-0.0690339	0.071005308	0.211044515
63.515	0.204146826	0.239086592	0.274026357
63.615	0.051410054	0.113909596	0.176409139
63.715	0.205004316	0.480018153	0.75503199
63.815	0.227062726	0.634259926	1.041457125
63.915	-0.165380779	-0.036582836	0.092215107
64.015	-0.138233727	0.133761414	0.405756555
64.115	0.219432767	0.50420094	0.788969113
64.215	0.233964047	0.507107432	0.780250818
64.315	-0.068638886	0.011145528	0.090929942
64.415	-0.121798673	0.173016075	0.467830824
64.515	-0.102491833	0.171013561	0.444518955
64.615	0.146427314	0.387678349	0.628929384
64.715	0.287667355	0.402723952	0.51778055
64.815	0.301941581	0.638357796	0.974774012
64.915	-0.069002827	0.216584707	0.50217224
65.015	0.126782938	0.215110933	0.303438928
65.115	-0.159982665	0.027291009	0.214564684
65.215	-0.09282513	0.107385261	0.307595652
65.315	0.121114291	0.372618055	0.624121819
65.415	-0.218042059	0.105283265	0.428608588
65.515	-0.412958799	-0.130266436	0.152425927
65.615	-0.262120463	-0.226628803	-0.191137143
65.715	-0.142579246	-0.141676931	-0.140774617
65.815	-0.292301651	-0.116860885	0.058579881
65.915	-0.693951336	-0.259034953	0.175881431
66.015	-0.848523299	-0.434401541	-0.020279783
66.115	-1.298326244	-0.638143757	0.022038731
66.215	-1.283414445	-0.60112198	0.081170484
66.315	-0.697644006	-0.1356117	0.426420606
66.415	-0.811214919	-0.30408991	0.203035099
66.515	-0.980441219	-0.494880299	-0.009319378
66.615	-1.116101032	-0.620690509	-0.125279986
66.715	-1.262781369	-0.725724964	-0.188668559
66.815	-1.53904629	-0.928888123	-0.318729957
66.915	-1.759346653	-1.011944448	-0.264542243
67.015	-1.680611265	-0.967178416	-0.253745567
67.115	-0.789373502	-0.320306734	0.148760034
67.215	-0.110751317	0.191547655	0.493846628
67.315	-0.991868744	-0.621084186	-0.250299627
67.415	-0.937360918	-0.613389989	-0.289419059
67.515	-1.200206283	-0.70355484	-0.206903396
67.615	-1.034842072	-0.633410729	-0.231979387
67.715	-0.787728146	-0.444189935	-0.100651725
67.815	-0.887155545	-0.499388005	-0.111620465
67.915	-1.21428118	-0.790126604	-0.365972028
68.015	-0.857865557	-0.59896999	-0.340074424
68.115	-0.718658599	-0.696561439	-0.67446428
68.215	-0.865372218	-0.651377683	-0.437383148
68.315	-0.56470969	-0.396988866	-0.229268041
68.415	-0.523791709	-0.266558087	-0.009324464
68.515	-0.504432845	-0.318370924	-0.132309002
68.615	-0.513677478	-0.323748141	-0.133818804
68.715	-0.973413435	-0.46643045	0.040552535
68.815	-1.041100468	-0.529080104	-0.01705974
68.915	-1.00242821	-0.56560535	-0.12878249
69.015	-0.868715474	-0.503274645	-0.137833815
69.115	-0.734894126	-0.416241216	-0.097588306
69.215	-0.891457738	-0.608787229	-0.32611672
69.315	-0.854390637	-0.668812092	-0.483233548
69.415	-0.805975408	-0.639768751	-0.473562094
69.515	-0.763665082	-0.544163369	-0.324661655
69.615	-0.694819854	-0.444365289	-0.193910724
69.715	-0.771230584	-0.456955946	-0.142681308
69.815	-0.868754135	-0.494200619	-0.119647102
69.915	-0.935387706	-0.523743301	-0.112098896
70.015	-0.859338014	-0.525099076	-0.190860138
70.115	-0.679827959	-0.350185493	-0.020543027
70.215	-0.466981569	-0.162068607	0.142844356
70.315	-0.281577394	-0.145587631	-0.009597869
70.415	-0.601182741	-0.556976939	-0.512771137
70.515	-0.639955696	-0.610028686	-0.580101676
70.615	-0.877065848	-0.867039145	-0.857012442
70.715	-1.272751913	-1.255083662	-1.23741541
70.815	-1.12344936	-0.953822695	-0.78419603
70.915	-0.82096104	-0.736931077	-0.652901113
71.015	-1.06414317	-0.861121113	-0.658099056
71.115	-1.127634041	-0.972655432	-0.817676823
71.215	-0.790295346	-0.767084546	-0.743873747
71.315	-0.770603141	-0.66898062	-0.567358098
71.415	-0.769891937	-0.494286883	-0.21868183
71.515	-0.821566435	-0.526292598	-0.23101876
71.615	-0.812213419	-0.527871613	-0.243529807
71.715	-0.640624284	-0.224565123	0.191494038
71.815	-1.163370929	-1.094785366	-1.026199803
71.915	-1.509326581	-1.282241803	-1.055157025
72.015	-0.967305821	-0.952589542	-0.937873264
72.115	-0.786787389	-0.549891281	-0.312995174
72.215	-0.710574899	-0.620538128	-0.530501357
72.315	-0.066021034	-0.063368674	-0.060716315
72.415	-0.481429636	-0.355587547	-0.229745458
72.515	-0.665266443	-0.529459441	-0.39365244
72.615	-0.386575154	-0.335842117	-0.285109079
72.715	-0.872601191	-0.5532044	-0.23380761
72.815	-0.784007934	-0.723705326	-0.663402718
72.915	-0.981570637	-0.924759502	-0.867948367
73.015	-1.050759545	-0.936837028	-0.82291451
73.115	-0.479456678	-0.131500834	0.216455011
73.215	-0.192626454	-0.021686659	0.149253136
73.315	-0.2190431	-0.207289831	-0.195536562
73.415	-0.700483357	-0.55085581	-0.401228264
73.515	-1.180626935	-0.829475303	-0.478323671
73.615	-0.641823523	-0.252992771	0.13583798
73.715	-0.343475996	-0.180769901	-0.018063806
73.815	-0.392477929	-0.345255465	-0.298033001
73.915	-0.616378735	-0.474509984	-0.332641234
74.015	-0.482762118	-0.313418036	-0.144073953
74.115	-0.013451737	0.042921268	0.099294272
74.215	-0.331711619	-0.261041339	-0.190371059
74.315	-0.411831327	-0.381342247	-0.350853167
74.415	-0.247657113	-0.178864261	-0.110071408
74.515	-0.541731711	-0.494794785	-0.447857859
74.615	-1.068536173	-0.787596175	-0.506656178
74.715	-1.167657552	-0.846077186	-0.52449682
74.815	-1.13222358	-0.85691352	-0.581603461
74.915	-1.317384988	-1.007407791	-0.697430594
75.015	-1.222267408	-0.858076119	-0.49388483
75.115	-0.969346487	-0.711556739	-0.45376699
75.215	-0.387694106	-0.208589418	-0.02948473
75.315	-0.335983902	0.367229558	1.070443019
75.415	-0.532564247	0.170783727	0.874131701
75.515	-0.42334355	0.28401814	0.991379831
75.615	-0.385744984	0.031387978	0.448520939
75.715	-0.180885169	0.025417941	0.231721051
75.815	0.018214132	0.118879035	0.219543937
75.915	-0.127792004	-0.071948855	-0.016105706
76.015	0.170495873	0.357696636	0.544897398
76.115	-0.33256483	-0.014053616	0.304457598
76.215	-0.8778247	-0.326174832	0.225475036
76.315	-0.975879433	-0.413758195	0.148363043
76.415	-0.839075861	-0.335281884	0.168512094
76.515	-0.769737095	-0.420768354	-0.071799614
76.615	-0.77830836	-0.436397446	-0.094486531
76.715	-0.878339222	-0.375299963	0.127739296
76.815	-0.816947309	-0.369179283	0.078588744
76.915	-0.742852951	-0.374594707	-0.006336463
77.015	-0.838628534	-0.37289285	0.092842834
77.115	-0.884582696	-0.372283382	0.140015931
77.215	-0.876563662	-0.376055701	0.124452259
77.315	-0.548891979	-0.20659669	0.135698599
77.415	-0.23713689	-0.02027993	0.196577031
77.515	-0.269718814	0.095717084	0.461152982
77.615	-0.278475178	0.11443838	0.507351938
77.715	-0.269978557	0.052674163	0.375326884
77.815	-0.086326053	0.166168549	0.418663151
77.915	0.200901265	0.326688695	0.452476125
78.015	0.451017219	0.563017889	0.67501856
78.115	0.622123114	0.675560728	0.728998342
78.215	0.608106975	0.739931557	0.871756138
78.315	0.371096188	0.592464986	0.813833784
78.415	0.37143895	0.524207172	0.676975394
78.515	0.464800947	0.569334489	0.673868031
78.615	0.334311487	0.565978819	0.79764615
78.715	0.217208732	0.508302524	0.799396316
78.815	0.030167001	0.152979578	0.275792154
78.915	-0.04404589	0.105630527	0.255306944
79.015	-0.011471375	0.395348624	0.802168622
79.115	-0.270237471	0.217211015	0.704659501
79.215	-0.506984963	-0.047803701	0.41137756
79.315	-0.561935604	-0.339058284	-0.116180964
79.415	-0.514478497	-0.325371882	-0.136265268
79.515	-0.356981794	-0.012879053	0.331223687
79.615	-0.301971842	0.311593886	0.925159614
79.715	-0.206683191	0.561941514	1.330566219
79.815	0.162141057	0.55572401	0.949306964
79.915	0.066773702	0.425381828	0.783989954
80.015	-0.338751043	0.224795404	0.788341851
80.115	0.028850878	0.338292282	0.647733687
80.215	0.429368181	0.473382879	0.517397577
80.315	0.232152073	0.34651991	0.460887746
80.415	0.108108376	0.10995728	0.111806183
80.515	-0.449137665	-0.210974455	0.027188755
80.615	-0.387753739	-0.102677208	0.182399324
80.715	-0.199755842	0.047334303	0.294424448
80.815	0.122374911	0.164221758	0.206068606
80.915	0.060198689	0.189319037	0.318439386
81.015	0.072604627	0.136422024	0.200239421
81.115	0.041469548	0.042325961	0.043182375
81.215	-0.114102261	-0.061119848	-0.008137435
81.315	-0.238780127	-0.179007695	-0.119235263
81.415	-0.557330583	-0.490010269	-0.422689954
81.515	-1.054840358	-0.92944216	-0.804043962
81.615	-0.751779564	-0.660689901	-0.569600238
81.715	-0.401443621	-0.326067386	-0.25069115
81.815	-0.647323059	-0.603415137	-0.559507216
81.915	-0.587075924	-0.565271489	-0.543467054
82.015	-0.167462802	-0.143565053	-0.119667303
82.115	0.124541963	0.171780542	0.219019121
82.215	0.282242388	0.458972143	0.635701898
82.315	0.218698797	0.795521458	1.372344118
82.415	0.140315056	0.855685484	1.571055911
82.515	0.049778823	0.640808047	1.231837271
82.615	-0.393460657	0.213742961	0.820946579
82.715	-0.510956129	0.06400799	0.638972109
82.815	0.32669	0.71451691	1.102343821
82.915	0.680815786	0.833285889	0.985755991
83.015	0.503918528	0.522304315	0.540690102
83.115	-0.468885042	-0.147950707	0.172983628
83.215	-0.813172329	-0.303674721	0.205822887
83.315	-0.159527832	0.365398582	0.890324997
83.415	0.306252187	0.680306911	1.054361635
83.515	0.679501944	0.756130444	0.832758943
83.615	0.700235484	0.749178032	0.79812058
83.715	0.578519903	0.681516493	0.784513082
83.815	-0.127899067	0.550600874	1.229100815
83.915	-0.050658383	0.535650841	1.121960064
84.015	0.032406056	0.416961232	0.801516409
84.115	0.062418033	0.315692718	0.568967403
84.215	0.227504129	0.656964112	1.086424094
84.315	0.635695343	0.69728451	0.758873677
84.415	0.61582482	0.726241459	0.836658098
84.515	0.258983119	0.61228117	0.965579221
84.615	-0.034438904	0.339958924	0.714356752
84.715	0.668451735	0.98819271	1.307933685
84.815	0.964307372	1.02631153	1.088315688
84.915	0.472865589	0.681255531	0.889645474
85.015	0.105783058	0.386672527	0.667561996
85.115	0.018259617	0.590827767	1.163395916
85.215	0.158009229	0.685422002	1.212834774
85.315	0.458781534	0.810538011	1.162294488
85.415	0.395006018	0.787159964	1.17931391
85.515	0.152097895	0.674445216	1.196792538
85.615	0.818370825	0.833629589	0.848888353
85.715	0.244127954	0.422426787	0.600725621
85.815	0.481781385	0.593101818	0.704422252
85.915	0.354227289	0.390974433	0.427721577
86.015	-0.480181134	-0.096471606	0.287237922
86.115	0.05390837	0.2835835	0.51325863
86.215	0.514084974	0.588232178	0.662379382
86.315	0.574593191	0.723642507	0.872691823
86.415	0.454677769	0.764596013	1.074514256
86.515	0.364113414	0.742693504	1.121273595
86.615	0.035046074	0.62684678	1.218647487
86.715	0.063814372	0.80060453	1.537394688
86.815	-0.070081387	0.712757054	1.495595495
86.915	-0.529772462	0.324347321	1.178467105
87.015	-1.237151603	-0.046278094	1.144595416
87.115	-1.306663891	0.035150118	1.376964127
87.215	-0.819811789	0.274615683	1.369043155
87.315	0.251257707	0.525080292	0.798902877
87.415	-0.696692309	0.139573873	0.975840054
87.515	-0.06916331	0.654616458	1.378396226
87.615	0.290927736	0.982841735	1.674755733
87.715	0.426748504	1.12067543	1.814602356
87.815	0.446975593	1.122902293	1.798828992
87.915	-1.172684534	0.18220546	1.537095453
88.015	-1.250544759	-0.148546585	0.953451588
88.115	-0.783538254	-0.368217557	0.04710314
88.215	-0.22634516	-0.064264863	0.097815434
88.315	-0.674734875	-0.012203425	0.650328025
88.415	-0.583187898	0.379559354	1.342306606
88.515	-0.373915782	0.549179077	1.472273936
88.615	-0.45696581	0.362773089	1.182511988
88.715	-0.705474693	0.213382488	1.132239669
88.815	-0.487979203	0.193911096	0.875801396
88.915	-0.373713884	0.145804342	0.665322569
89.015	-0.428691797	0.041689597	0.512070991
89.115	-0.440484333	0.021012712	0.482509757
89.215	-0.41771844	0.191291454	0.800301349
89.315	-0.580346384	0.14677648	0.873899344
89.415	0.226069366	0.888959408	1.551849451
89.515	0.216068186	0.829863765	1.443659345
89.615	-0.237849955	0.612107419	1.462064793
89.715	-0.789424119	0.978120917	2.745665954
89.815	-1.8508345	0.145790358	2.142415216
89.915	-1.682023966	0.024618174	1.731260315
90.015	-1.505820039	-0.043921247	1.417977546
90.115	-0.9673397	0.079295803	1.125931305
90.215	1.582080178	1.620016191	1.657952204
90.315	0.441883494	0.95679005	1.471696606
90.415	-0.761955017	0.266716356	1.295387729
90.515	-0.471225159	0.334418297	1.140061752
90.615	-1.022533874	-0.010641323	1.001251227
90.715	0.232001711	0.553890432	0.875779153
